"Súd"	"Rok"	"Agenda"	"Počet1"	"Počet2"	"Počet3"	"Počet4"	"Poťet5"
"Okresný súd Kežmarok"	2012	"Ecud"	5	4	"NULL"	4	1
"Okresný súd Kežmarok"	2012	"Em"	2	4	"NULL"	5	2
"Okresný súd Kežmarok"	2012	"Er"	4543	5046	"NULL"	5046	151
"Okresný súd Kežmarok"	2012	"Nt"	15	13	3	13	14
"Okresný súd Kežmarok"	2012	"P"	666	593	851	572	385
"Okresný súd Kežmarok"	2012	"Pcud"	3	3	"NULL"	3	0
"Okresný súd Kežmarok"	2012	"Pd"	3	4	"NULL"	4	0
"Okresný súd Kežmarok"	2012	"Po"	51	53	"NULL"	53	1
"Okresný súd Kežmarok"	2012	"PPOm"	5	4	"NULL"	4	1
"Okresný súd Kežmarok"	2012	"Ps"	11	19	39	19	13
"Okresný súd Kežmarok"	2012	"Ro"	8289	14490	"NULL"	8395	1464
"Okresný súd Kežmarok"	2012	"Rob"	2184	1962	"NULL"	1952	439
"Okresný súd Kežmarok"	2012	"S"	9	18	"NULL"	18	5
"Okresný súd Kežmarok"	2012	"T"	314	309	171	304	201
"Okresný súd Kežmarok"	2012	"Tcud"	3	3	"NULL"	3	0
"Okresný súd Kežmarok"	2012	"Td"	1	1	"NULL"	1	0
"Okresný súd Kežmarok"	2012	"Tp"	165	165	2	163	1
"Okresný súd Kežmarok"	2012	"U"	0	11	"NULL"	11	46
"Okresný súd Poprad"	2012	"C"	1044	902	958	890	751
"Okresný súd Poprad"	2012	"Cb"	833	913	1214	896	638
"Okresný súd Poprad"	2012	"Cbcud"	4	5	"NULL"	5	0
"Okresný súd Poprad"	2012	"Cbd"	5	4	"NULL"	4	1
"Okresný súd Poprad"	2012	"Ccud"	43	48	"NULL"	48	5
"Okresný súd Poprad"	2012	"Cd"	8	8	"NULL"	8	0
"Okresný súd Poprad"	2012	"Cpr"	20	16	27	15	14
"Okresný súd Poprad"	2012	"D"	407	435	"NULL"	452	211
"Okresný súd Poprad"	2012	"Dcud"	1	1	"NULL"	1	0
"Okresný súd Poprad"	2012	"Dd"	35	41	"NULL"	41	22
"Okresný súd Poprad"	2012	"Ecud"	5	5	"NULL"	5	1
"Okresný súd Poprad"	2012	"Ed"	0	3	"NULL"	3	2
"Okresný súd Poprad"	2012	"Em"	8	10	"NULL"	7	12
"Okresný súd Poprad"	2012	"Er"	6396	6570	"NULL"	6570	460
"Okresný súd Poprad"	2012	"Ercud"	1	1	"NULL"	1	1
"Okresný súd Poprad"	2012	"Erd"	1	1	"NULL"	1	0
"Okresný súd Poprad"	2012	"Nt"	10	10	1	10	3
"Okresný súd Poprad"	2012	"P"	515	488	733	467	261
"Okresný súd Poprad"	2012	"Pcud"	6	6	"NULL"	6	1
"Okresný súd Poprad"	2012	"Pd"	3	3	"NULL"	3	0
"Okresný súd Poprad"	2012	"Po"	19	21	"NULL"	21	4
"Okresný súd Poprad"	2012	"PPOm"	3	3	"NULL"	3	0
"Okresný súd Poprad"	2012	"Ps"	8	13	14	13	3
"Okresný súd Poprad"	2012	"Ro"	2243	2637	"NULL"	2464	971
"Okresný súd Poprad"	2012	"Rob"	1275	1337	"NULL"	1350	393
"Okresný súd Poprad"	2012	"S"	11	13	"NULL"	13	2
"Okresný súd Poprad"	2012	"T"	186	214	95	189	66
"Okresný súd Poprad"	2012	"Tcud"	3	2	"NULL"	2	0
"Okresný súd Poprad"	2012	"Td"	1	1	"NULL"	1	0
"Okresný súd Poprad"	2012	"Tp"	116	116	"NULL"	116	0
"Okresný súd Poprad"	2012	"U"	76	1	"NULL"	1	130
"Okresný súd Poprad"	2012	"Zm"	1	1	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"C"	1451	1486	786	1456	776
"Okresný súd Stará Ľubovňa"	2012	"Cb"	220	262	319	289	238
"Okresný súd Stará Ľubovňa"	2012	"Cbcud"	0	1	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"Ccud"	64	66	"NULL"	66	6
"Okresný súd Stará Ľubovňa"	2012	"Cd"	2	2	"NULL"	2	0
"Okresný súd Stará Ľubovňa"	2012	"Cpr"	7	9	21	4	10
"Okresný súd Stará Ľubovňa"	2012	"D"	607	611	"NULL"	611	218
"Okresný súd Stará Ľubovňa"	2012	"Dd"	3	3	"NULL"	3	1
"Okresný súd Stará Ľubovňa"	2012	"Ecud"	2	2	"NULL"	2	0
"Okresný súd Stará Ľubovňa"	2012	"Ed"	1	2	"NULL"	2	0
"Okresný súd Stará Ľubovňa"	2012	"Em"	2	2	"NULL"	1	2
"Okresný súd Stará Ľubovňa"	2012	"Er"	3825	3702	"NULL"	3702	371
"Okresný súd Stará Ľubovňa"	2012	"Ercud"	1	1	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"Erd"	2	2	"NULL"	2	0
"Okresný súd Stará Ľubovňa"	2012	"Nt"	21	15	"NULL"	16	10
"Okresný súd Stará Ľubovňa"	2012	"P"	400	408	392	396	138
"Okresný súd Stará Ľubovňa"	2012	"Pcud"	1	1	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"Pd"	1	1	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"Po"	11	11	"NULL"	11	0
"Okresný súd Stará Ľubovňa"	2012	"PPOm"	1	1	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"Ps"	15	16	12	16	6
"Okresný súd Stará Ľubovňa"	2012	"Ro"	3652	3579	"NULL"	3565	477
"Okresný súd Stará Ľubovňa"	2012	"Rob"	1220	1131	"NULL"	1054	265
"Okresný súd Stará Ľubovňa"	2012	"S"	3	0	"NULL"	0	3
"Okresný súd Stará Ľubovňa"	2012	"T"	261	285	119	259	81
"Okresný súd Stará Ľubovňa"	2012	"Tcud"	2	2	"NULL"	2	0
"Okresný súd Stará Ľubovňa"	2012	"Td"	0	0	"NULL"	1	0
"Okresný súd Stará Ľubovňa"	2012	"Tp"	160	160	"NULL"	160	2
"Okresný súd Stará Ľubovňa"	2012	"U"	68	7	"NULL"	7	71
"Okresný súd Svidník"	2012	"C"	2635	2237	1672	2061	1560
"Okresný súd Svidník"	2012	"Cb"	339	5	451	5	281
"Okresný súd Svidník"	2012	"Cbcud"	1	0	"NULL"	0	0
"Okresný súd Svidník"	2012	"Cbd"	2	0	"NULL"	0	2
"Okresný súd Svidník"	2012	"Ccud"	65	3	"NULL"	3	1
"Okresný súd Svidník"	2012	"Cd"	1	0	"NULL"	0	0
"Okresný súd Svidník"	2012	"Cpr"	55	52	32	57	16
"Okresný súd Svidník"	2012	"D"	638	716	"NULL"	641	176
"Okresný súd Svidník"	2012	"Dcud"	3	3	"NULL"	3	0
"Okresný súd Svidník"	2012	"Ecud"	4	3	"NULL"	3	1
"Okresný súd Svidník"	2012	"Ed"	2	2	"NULL"	2	0
"Okresný súd Svidník"	2012	"Em"	4	10	"NULL"	10	8
"Okresný súd Svidník"	2012	"Er"	5374	5549	"NULL"	5549	783
"Okresný súd Svidník"	2012	"Ercud"	3	3	"NULL"	3	2
"Okresný súd Svidník"	2012	"Erd"	22	22	"NULL"	22	7
"Okresný súd Svidník"	2012	"Nt"	4	2	"NULL"	4	3
"Okresný súd Svidník"	2012	"P"	1	18	499	20	19
"Okresný súd Svidník"	2012	"Pcud"	1	0	"NULL"	0	0
"Okresný súd Svidník"	2012	"Pd"	1	0	"NULL"	0	0
"Okresný súd Svidník"	2012	"Po"	3	3	"NULL"	3	0
"Okresný súd Svidník"	2012	"PPOm"	1	0	"NULL"	0	0
"Okresný súd Svidník"	2012	"Ps"	1	0	10	0	0
"Okresný súd Svidník"	2012	"Ro"	2416	2279	"NULL"	2422	380
"Okresný súd Svidník"	2012	"Rob"	1330	1318	"NULL"	1336	171
"Okresný súd Svidník"	2012	"S"	13	15	"NULL"	15	0
"Okresný súd Svidník"	2012	"T"	136	136	56	137	37
"Okresný súd Svidník"	2012	"Tcud"	0	1	"NULL"	1	0
"Okresný súd Svidník"	2012	"Td"	1	1	"NULL"	1	0
"Okresný súd Svidník"	2012	"Tp"	40	40	"NULL"	40	9
"Okresný súd Svidník"	2012	"U"	69	0	"NULL"	0	76
"Okresný súd Vranov n/T"	2012	"C"	3457	2987	2263	2987	1993
"Okresný súd Vranov n/T"	2012	"Cb"	432	433	906	454	309
"Okresný súd Vranov n/T"	2012	"Cbcud"	9	9	"NULL"	9	0
"Okresný súd Vranov n/T"	2012	"Ccud"	90	113	"NULL"	113	8
"Okresný súd Vranov n/T"	2012	"Cd"	5	5	"NULL"	5	0
"Okresný súd Vranov n/T"	2012	"Cpr"	9	7	20	2	10
"Okresný súd Vranov n/T"	2012	"D"	1222	1225	"NULL"	1242	464
"Okresný súd Vranov n/T"	2012	"Em"	2	2	"NULL"	2	0
"Okresný súd Vranov n/T"	2012	"Er"	3962	3930	"NULL"	3930	115
"Okresný súd Vranov n/T"	2012	"Nt"	11	13	3	13	7
"Okresný súd Vranov n/T"	2012	"P"	859	840	1066	842	257
"Okresný súd Vranov n/T"	2012	"Pcud"	11	7	"NULL"	7	5
"Okresný súd Vranov n/T"	2012	"Po"	33	35	"NULL"	35	1
"Okresný súd Vranov n/T"	2012	"PPOm"	6	6	"NULL"	6	0
"Okresný súd Vranov n/T"	2012	"Ps"	16	14	35	14	9
"Okresný súd Vranov n/T"	2012	"S"	8	6	"NULL"	10	3
"Okresný súd Vranov n/T"	2012	"T"	208	203	90	203	69
"Okresný súd Vranov n/T"	2012	"Tcud"	2	3	"NULL"	3	0
"Okresný súd Vranov n/T"	2012	"Td"	0	0	"NULL"	0	1
"Okresný súd Vranov n/T"	2012	"Tp"	113	112	"NULL"	112	0
"Okresný súd Vranov n/T"	2012	"U"	136	0	"NULL"	0	136
"Okresný súd Vranov n/T"	2012	"UL"	0	0	"NULL"	0	1
"Špecializovaný trestný súd"	2012	"Ntt"	58	58	"NULL"	58	"NULL"
"Špecializovaný trestný súd"	2012	"T"	17	18	3	16	8
"Špecializovaný trestný súd"	2012	"Tp"	8	8	"NULL"	8	3
